5/6/2015   3:23:40PM,,,,CVE1504A-2,,Suilan,Cenovus3 (4),,,,,,,,,,,,,,,,,,,,,,, .1259,,,,,,,,,,,, 1.494,, 1.509,, 1.570,,,,,,,,,,,,,,,,,,,,,,,,,,,, .0256,,,,,,,,,,,,,,,,,,,,,, 3.234,,,,,,,,,, .8258,,,,,, .0102,, .0103,,,,,, 299.7,, 298.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, .1253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2015   3:25:54PM,,,,CVE1504A-3,,Suilan,Cenovus3 (4),,,,,,,,,,,,,,,,,,,,,,, .7793,,,,,,,,,,,, 1.024,, 1.033,, 1.071,,,,,,,,,,,,,,,,,,,,,,,,,,,, .0042,,,,,,,,,,,,,,,,,,,,,, 2.348,,,,,,,,,, .5435,,,,,, .0025,, .0028,,,,,, 303.6,, 306.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, .3549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Published:,,11/10/2015  2:32:31 PM,,,,,,,,36 - 1 of 47,,,Published:,11/10/2015  2:32:31 PM,,,,,,,36 - 2 of 47,,,Published:,11/10/2015  2:32:31 PM,,,,,,36 - 3 of 47,,,,Published:,11/10/2015  2:32:31 PM,,,,,,,36 - 4 of 47,,,Published:,11/10/2015  2:32:31 PM,,,,,36 - 5 of 47,,,Published:,11/10/2015  2:32:31 PM,,,,,,36 - 6 of 47,,,Published:,11/10/2015  2:32:31 PM,,,,,,36 - 7 of 47,,,Published:,,11/10/2015  2:32:31 PM,,,,,,36 - 8 of 47,,,Published:,11/10/2015  2:32:31 PM,,,,,,36 - 9 of 47,,,Published:,11/10/2015  2:32:31 PM,,,,,,,36 - 10 of 47,,,Published:,,11/10/2015  2:32:31 PM,,,,,,36 - 11 of 47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Ag3280,,Al3082,Al3961,,As1890,,Au2427,,B_2496,,B_2497,,Ba2304,,Ba4130,,Ba4554,,Ba,,Ba4934,,Be3130,,Bi2230,,Bi3067,,Ca,,Ca3158,,Ca3179,,Ca3933,,Cd2265,,Cd2288,,Ce4040,,Ce5353,,Co2286,,Co2311,,Co2388,,Cr2677,,Cu3247,,Dy3531,,Er3372,,Eu3819,,Fe2382,,Fe,,Fe2599,,Ga2943,,Gd3350,,Ge2651,,Hf3399,,Hg1942,,Ho3456,,In2306,,In3256,,Ir2242,,K,,K_7664,,La3337,,Li6707,,Lu2615,,Mg,,Mg2790,,Mg2852,,Mn2576,,Mn2593,,Mo2020,,Mo2848,,Na5889,,Na5895,,Na8183,,Nb3094,,Nd4012,,Ni2316,,Os2255,,P_2136,,Pb2203,,Pd3404,,Pr4143,,Pt2144,,Rh3434,,Ru2678,,S_1826,,Sb2068,,Sc3613,,Se1960,,Si2516,,Sm3306,,Sn1899,,Sr2152,,Sr2282,,Sr4077,,Sr,,Sr4215,,Ta2685,,Tb3509,,Te2142,,Th2837,,Ti3349,,Tl1908,,Tm3131,,U_3670,,V_3093,,W_2397,,Y_3710,,Yb3289,,Zn2138,,Zn2138,,Zr3391,
5/6/2015   3:28:09PM,,,,CVE1504A-4,,Suilan,Cenovus3 (4),,,,,,,,,,,,,,,,,,,,,,, .8465,,,,,,,,,,,, 1.268,, 1.276,, 1.344,,,,,,,,,,,,,,,,,,,,,,,,,,,, .0378,,,,,,,,,,,,,,,,,,,,,, 2.519,,,,,,,,,, .6813,,,,,, .0173,, .0175,,,,,, 303.6,, 311.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, .2218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2015   3:30:25PM,,,,CVE1504A-5,,Suilan,Cenovus3 (4),,,,,,,,,,,,,,,,,,,,,,, .2852,,,,,,,,,,,, 1.528,, 1.548,, 1.612,,,,,,,,,,,,,,,,,,,,,,,,,,,, .0187,,,,,,,,,,,,,,,,,,,,,, 4.908,,,,,,,,,, 1.133,,,,,, .0143,, .0146,,,,,, 293.7,, 302.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, .1274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2015   3:32:41PM,,,,CVE1504A-5 DUP,,Suilan,Cenovus3 (4),,,,,,,,,,,,,,,,,,,,,,, .2875,,,,,,,,,,,, 1.534,, 1.547,, 1.605,,,,,,,,,,,,,,,,,,,,,,,,,,,, .0141,,,,,,,,,,,,,,,,,,,,,, 4.946,,,,,,,,,, 1.156,,,,,, .0144,, .0146,,,,,, 297.0,, 306.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, .1284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2015   3:34:56PM,,,,CVE1504A-6,,Suilan,Cenovus3 (4),,,,,,,,,,,,,,,,,,,,,,, .2715,,,,,,,,,,,, 1.673,, 1.690,, 1.755,,,,,,,,,,,,,,,,,,,,,,,,,,,, .0771,,,,,,,,,,,,,,,,,,,,,, 1.097,,,,,,,,,, .4645,,,,,, .0023,, .0028,,,,,, 298.5,, 303.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, .2230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2015   3:37:12PM,,,,CVE1504A-7,,Suilan,Cenovus3 (4),,,,,,,,,,,,,,,,,,,,,,, .5690,,,,,,,,,,,, 2.114,, 2.134,, 2.215,,,,,,,,,,,,,,,,,,,,,,,,,,,, .1130,,,,,,,,,,,,,,,,,,,,,, 2.803,,,,,,,,,, .6911,,,,,, .0775,, .0777,,,,,, 309.1,, 317.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, .1486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2015   3:39:28PM,,,,QCS,,Suilan,Cenovus3 (4),,,,,,,,,,,,,,,,,,,,,,, 5.090,,,,,,,,,,,,W 5.216,,F 5.264,, 5.134,,,,,,,,,,,,,,,,,,,,,,,,,,,, 5.018,,,,,,,,,,,,,,,,,,,,,, 10.25,,,,,,,,,, 5.192,,,,,,F 5.292,,F 5.324,,,,,, 25.69,, 25.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F 5.290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2015   3:42:27PM,,,,QCS,,Suilan,Cenovus3 (4),,,,,,,,,,,,,,,,,,,,,,, 5.116,,,,,,,,,,,, 5.124,, 5.178,, 5.107,,,,,,,,,,,,,,,,,,,,,,,,,,,, 4.953,,,,,,,,,,,,,,,,,,,,,, 10.24,,,,,,,,,, 5.110,,,,,,W 5.227,,F 5.262,,,,,, 25.63,, 25.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F 5.276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2015   3:45:24PM,,,,QCS,,Suilan,Cenovus3 (4),,,,,,,,,,,,,,,,,,,,,,, 5.145,,,,,,,,,,,,F 4.450,,F 4.489,,W 5.234,,,,,,,,,,,,,,,,,,,,,,,,,,,,F 4.277,,,,,,,,,,,,,,,,,,,,,,F 8.830,,,,,,,,,,F 4.437,,,,,,F 4.524,,F 4.555,,,,,,F 22.16,,F 22.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F 5.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2015   3:56:49PM,,,,IPC,,Suilan,Cenovus3 (4),,,,,,,,,,,,,,,,,,,,,,, 2.121,,,,,,,,,,,, 2.039,, 2.086,,W 2.155,,,,,,,,,,,,,,,,,,,,,,,,,,,, 2.014,,,,,,,,,,,,,,,,,,,,,, 2.078,,,,,,,,,, 2.045,,,,,, 2.122,,W 2.145,,,,,, 5.189,, 5.142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W 2.171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2015   3:59:00PM,,,,Calib. Blank QC,,Suilan,Cenovus3 (4),,,,,,,,,,,,,,,,,,,,,,, .0000,,,,,,,,,,,, .0018,, .0006,, .0008,,,,,,,,,,,,,,,,,,,,,,,,,,,, -.0005,,,,,,,,,,,,,,,,,,,,,, -.0268,,,,,,,,,, -.0039,,,,,, -.0001,, -.0001,,,,,,F -.0890,,F -.0717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, .0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2015   4:01:43PM,,,,QCS,,Suilan,Cenovus3 (4),,,,,,,,,,,,,,,,,,,,,,,F .0014,,,,,,,,,,,,F .0111,,F .0012,,F -.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,F -.0004,,,,,,,,,,,,,,,,,,,,,,F -.0647,,,,,,,,,,F .0032,,,,,,F .0000,,F -.0001,,,,,,F .3484,,F -.1116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F -.0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2015   4:07:43PM,,,,IPC,,Suilan,Cenovus3 (4),,,,,,,,,,,,,,,,,,,,,,, 2.118,,,,,,,,,,,, 2.033,, 2.077,,W 2.178,,,,,,,,,,,,,,,,,,,,,,,,,,,, 1.994,,,,,,,,,,,,,,,,,,,,,, 2.061,,,,,,,,,, 2.036,,,,,, 2.114,,W 2.143,,,,,, 5.145,, 5.114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W 2.150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2015   4:09:53PM,,,,Calib. Blank QC,,Suilan,Cenovus3 (4),,,,,,,,,,,,,,,,,,,,,,, .0002,,,,,,,,,,,, .0027,, -.0005,, .0001,,,,,,,,,,,,,,,,,,,,,,,,,,,, -.0008,,,,,,,,,,,,,,,,,,,,,, -.0218,,,,,,,,,, -.0008,,,,,, -.0001,, .0001,,,,,,F -.0961,,F -.0794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, .0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2015   4:12:36PM,,,,QCS,,Suilan,Cenovus3 (4),,,,,,,,,,,,,,,,,,,,,,, 5.131,,,,,,,,,,,, 5.022,, 5.126,, 5.174,,,,,,,,,,,,,,,,,,,,,,,,,,,, 4.887,,,,,,,,,,,,,,,,,,,,,, 10.36,,,,,,,,,, 5.086,,,,,, 5.165,,F 5.266,,,,,, 25.60,, 25.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F 5.317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2015   4:15:31PM,,,,Blank,,Suilan,Cenovus3 (4),,,,,,,,,,,,,,,,,,,,,,, -100.5,,,,,,,,,,,, -49.15,, 13.16,, 481.1,,,,,,,,,,,,,,,,,,,,,,,,,,,, 1.580,,,,,,,,,,,,,,,,,,,,,, -43.75,,,,,,,,,, 3.341,,,,,, 2.374,, -.3955,,,,,, 2283.,, 42.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -35.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2015   4:17:31PM,,,,CalibStd-1,,Suilan,Cenovus3 (4),,,,,,,,,,,,,,,,,,,,,,, 4491.,,,,,,,,,,,, 108.2,, 391.8,, 26980.,,,,,,,,,,,,,,,,,,,,,,,,,,,, 228.4,,,,,,,,,,,,,,,,,,,,,, 64.73,,,,,,,,,, 21.77,,,,,, 1168.,, 912.4,,,,,, 2981.,, 369.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 7277.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2015   4:19:29PM,,,,CalibStd-2,,Suilan,Cenovus3 (4),,,,,,,,,,,,,,,,,,,,,,, 8997.,,,,,,,,,,,, 209.7,, 639.0,, 44320.,,,,,,,,,,,,,,,,,,,,,,,,,,,, 432.6,,,,,,,,,,,,,,,,,,,,,, 211.8,,,,,,,,,, 42.61,,,,,, 2347.,, 1839.,,,,,, 3336.,, 512.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 14650.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2015   4:21:27PM,,,,CalibStd-3,,Suilan,Cenovus3 (4),,,,,,,,,,,,,,,,,,,,,,, 45810.,,,,,,,,,,,, 975.0,, 2503.,, 176300.,,,,,,,,,,,,,,,,,,,,,,,,,,,, 1868.,,,,,,,,,,,,,,,,,,,,,, 475.5,,,,,,,,,, 192.9,,,,,, 11630.,, 9140.,,,,,, 6002.,, 1714.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 74640.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2015   4:23:25PM,,,,CalibStd-4,,Suilan,Cenovus3 (4),,,,,,,,,,,,,,,,,,,,,,, 183100.,,,,,,,,,,,, 3868.,, 9496.,, 650500.,,,,,,,,,,,,,,,,,,,,,,,,,,,, 7385.,,,,,,,,,,,,,,,,,,,,,, 2004.,,,,,,,,,, 756.0,,,,,, 46480.,, 36520.,,,,,, 35520.,, 14930.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 298000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2015   4:25:34PM,,,,CalibStd-5,,Suilan,Cenovus3 (4),,,,,,,,,,,,,,,,,,,,,,, 877700.,,,,,,,,,,,, 18780.,, 45630.,, 3048000.,,,,,,,,,,,,,,,,,,,,,,,,,,,, 35490.,,,,,,,,,,,,,,,,,,,,,, 9916.,,,,,,,,,, 3651.,,,,,, 224900.,, 177800.,,,,,, 130800.,, 58200.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 1417000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2015   4:27:49PM,,,,CalibStd-6,,Suilan,Cenovus3 (4),,,,,,,,,,,,,,,,,,,,,,, 1695000.,,,,,,,,,,,, 36690.,, 89590.,,^ *****,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 19320.,,,,,,,,,,,,,,,, 1063000.,, 845900.,,,,,, 626300.,, 283700.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 2713000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2015   4:30:24PM,,,,Blank,,Suilan,Cenovus3 (4),,,,,,,,,,,,,,,,,,,,,,, -79.59,,,,,,,,,,,, -45.98,, 15.37,, 498.0,,,,,,,,,,,,,,,,,,,,,,,,,,,, 1.733,,,,,,,,,,,,,,,,,,,,,, -51.13,,,,,,,,,, 3.094,,,,,, 5.261,, .4924,,,,,, 2320.,, 35.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -31.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Published:,,11/10/2015  2:32:31 PM,,,,,,,,37 - 1 of 47,,,Published:,11/10/2015  2:32:31 PM,,,,,,,37 - 2 of 47,,,Published:,11/10/2015  2:32:31 PM,,,,,,37 - 3 of 47,,,,Published:,11/10/2015  2:32:31 PM,,,,,,,37 - 4 of 47,,,Published:,11/10/2015  2:32:31 PM,,,,,37 - 5 of 47,,,Published:,11/10/2015  2:32:31 PM,,,,,,37 - 6 of 47,,,Published:,11/10/2015  2:32:31 PM,,,,,,37 - 7 of 47,,,Published:,,11/10/2015  2:32:31 PM,,,,,,37 - 8 of 47,,,Published:,11/10/2015  2:32:31 PM,,,,,,37 - 9 of 47,,,Published:,11/10/2015  2:32:31 PM,,,,,,,37 - 10 of 47,,,Published:,,11/10/2015  2:32:31 PM,,,,,,37 - 11 of 47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Ag3280,,Al3082,Al3961,,As1890,,Au2427,,B_2496,,B_2497,,Ba2304,,Ba4130,,Ba4554,,Ba,,Ba4934,,Be3130,,Bi2230,,Bi3067,,Ca,,Ca3158,,Ca3179,,Ca3933,,Cd2265,,Cd2288,,Ce4040,,Ce5353,,Co2286,,Co2311,,Co2388,,Cr2677,,Cu3247,,Dy3531,,Er3372,,Eu3819,,Fe2382,,Fe,,Fe2599,,Ga2943,,Gd3350,,Ge2651,,Hf3399,,Hg1942,,Ho3456,,In2306,,In3256,,Ir2242,,K,,K_7664,,La3337,,Li6707,,Lu2615,,Mg,,Mg2790,,Mg2852,,Mn2576,,Mn2593,,Mo2020,,Mo2848,,Na5889,,Na5895,,Na8183,,Nb3094,,Nd4012,,Ni2316,,Os2255,,P_2136,,Pb2203,,Pd3404,,Pr4143,,Pt2144,,Rh3434,,Ru2678,,S_1826,,Sb2068,,Sc3613,,Se1960,,Si2516,,Sm3306,,Sn1899,,Sr2152,,Sr2282,,Sr4077,,Sr,,Sr4215,,Ta2685,,Tb3509,,Te2142,,Th2837,,Ti3349,,Tl1908,,Tm3131,,U_3670,,V_3093,,W_2397,,Y_3710,,Yb3289,,Zn2138,,Zn2138,,Zr3391,
5/6/2015   4:32:22PM,,,,CalibStd-1,,Suilan,Cenovus3 (4),,,,,,,,,,,,,,,,,,,,,,, 4500.,,,,,,,,,,,, 107.6,, 391.0,, 26860.,,,,,,,,,,,,,,,,,,,,,,,,,,,, 225.4,,,,,,,,,,,,,,,,,,,,,, 56.84,,,,,,,,,, 25.47,,,,,, 1172.,, 916.8,,,,,, 2946.,, 348.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 7331.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2015   4:34:21PM,,,,CalibStd-2,,Suilan,Cenovus3 (4),,,,,,,,,,,,,,,,,,,,,,, 9116.,,,,,,,,,,,, 212.4,, 640.0,, 44430.,,,,,,,,,,,,,,,,,,,,,,,,,,,, 433.7,,,,,,,,,,,,,,,,,,,,,, 225.6,,,,,,,,,, 41.66,,,,,, 2367.,, 1843.,,,,,, 3274.,, 505.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 14780.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2015   4:36:19PM,,,,CalibStd-3,,Suilan,Cenovus3 (4),,,,,,,,,,,,,,,,,,,,,,, 45520.,,,,,,,,,,,, 979.6,, 2511.,, 174800.,,,,,,,,,,,,,,,,,,,,,,,,,,,, 1878.,,,,,,,,,,,,,,,,,,,,,, 475.7,,,,,,,,,, 194.0,,,,,, 11650.,, 9116.,,,,,, 5969.,, 1693.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 74070.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2015   4:38:21PM,,,,CalibStd-4,,Suilan,Cenovus3 (4),,,,,,,,,,,,,,,,,,,,,,, 181900.,,,,,,,,,,,, 3832.,, 9478.,, 646600.,,,,,,,,,,,,,,,,,,,,,,,,,,,, 7344.,,,,,,,,,,,,,,,,,,,,,, 1980.,,,,,,,,,, 753.6,,,,,, 46190.,, 36360.,,,,,, 35220.,, 14730.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 297400.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2015   4:40:30PM,,,,CalibStd-5,,Suilan,Cenovus3 (4),,,,,,,,,,,,,,,,,,,,,,, 884000.,,,,,,,,,,,, 18820.,, 45680.,, 2998000.,,,,,,,,,,,,,,,,,,,,,,,,,,,, 35530.,,,,,,,,,,,,,,,,,,,,,, 10000.,,,,,,,,,, 3679.,,,,,, 225600.,, 178800.,,,,,, 131700.,, 58810.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 1425000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2015   4:42:45PM,,,,CalibStd-6,,Suilan,Cenovus3 (4),,,,,,,,,,,,,,,,,,,,,,, 1694000.,,,,,,,,,,,, 36630.,, 89220.,,^ *****,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 19380.,,,,,,,,,,,,,,,, 1064000.,, 848300.,,,,,, 625800.,, 285200.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 2703000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/7/2015   3:05:28PM,,,,Blank,,Suilan,Cenovus3 (4),,,,,,,,,,,,,,,,,,,,,,, -56.32,,,,,,,,,,,, -52.27,, 11.74,, 495.5,,,,,,,,,,,,,,,,,,,,,,,,,,,, 2.726,,,,,,,,,,,,,,,,,,,,,, -49.63,,,,,,,,,, 3.905,,,,,, 4.091,, -.5712,,,,,, 2432.,, 17.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -37.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/7/2015   3:07:30PM,,,,CalibStd-1,,Suilan,Cenovus3 (4),,,,,,,,,,,,,,,,,,,,,,, 4321.,,,,,,,,,,,, 111.0,, 394.7,, 25710.,,,,,,,,,,,,,,,,,,,,,,,,,,,, 229.6,,,,,,,,,,,,,,,,,,,,,, 57.10,,,,,,,,,, 22.64,,,,,, 1183.,, 895.8,,,,,, 3116.,, 332.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 7018.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/7/2015   3:09:29PM,,,,CalibStd-2,,Suilan,Cenovus3 (4),,,,,,,,,,,,,,,,,,,,,,, 8703.,,,,,,,,,,,, 213.1,, 645.3,, 42300.,,,,,,,,,,,,,,,,,,,,,,,,,,,, 440.0,,,,,,,,,,,,,,,,,,,,,, 192.0,,,,,,,,,, 42.61,,,,,, 2382.,, 1801.,,,,,, 3494.,, 497.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 14100.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/7/2015   3:11:28PM,,,,CalibStd-3,,Suilan,Cenovus3 (4),,,,,,,,,,,,,,,,,,,,,,, 43250.,,,,,,,,,,,, 993.1,, 2519.,, 166100.,,,,,,,,,,,,,,,,,,,,,,,,,,,, 1901.,,,,,,,,,,,,,,,,,,,,,, 450.6,,,,,,,,,, 188.5,,,,,, 11620.,, 8858.,,,,,, 6100.,, 1640.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 70400.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/7/2015   3:13:25PM,,,,CalibStd-4,,Suilan,Cenovus3 (4),,,,,,,,,,,,,,,,,,,,,,, 173200.,,,,,,,,,,,, 3886.,, 9535.,, 626500.,,,,,,,,,,,,,,,,,,,,,,,,,,,, 7468.,,,,,,,,,,,,,,,,,,,,,, 1882.,,,,,,,,,, 736.6,,,,,, 46260.,, 35290.,,,,,, 34880.,, 14370.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 282900.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/7/2015   3:15:34PM,,,,CalibStd-5,,Suilan,Cenovus3 (4),,,,,,,,,,,,,,,,,,,,,,, 845100.,,,,,,,,,,,, 19060.,, 46050.,, 2918000.,,,,,,,,,,,,,,,,,,,,,,,,,,,, 36160.,,,,,,,,,,,,,,,,,,,,,, 9517.,,,,,,,,,, 3593.,,,,,, 225900.,, 173900.,,,,,, 129200.,, 56780.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 1362000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/7/2015   3:17:50PM,,,,CalibStd-6,,Suilan,Cenovus3 (4),,,,,,,,,,,,,,,,,,,,,,, 1608000.,,,,,,,,,,,, 36990.,, 89750.,,^ *****,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 18300.,,,,,,,,,,,,,,,, 1063000.,, 825300.,,,,,, 614300.,, 275500.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 2568000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/7/2015   3:20:26PM,,,,IPC,,Suilan,Cenovus3 (4),,,,,,,,,,,,,,,,,,,,,,, 2.111,,,,,,,,,,,, 2.073,, 2.077,, 2.067,,,,,,,,,,,,,,,,,,,,,,,,,,,, 2.023,,,,,,,,,,,,,,,,,,,,,, 2.049,,,,,,,,,, 2.010,,,,,,W 2.141,, 2.119,,,,,, 5.220,, 5.132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 2.113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
